SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

REDE:,Hidrométrica

CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),BACIA,RIO,ÁREA DRENADA (KM2),COTA ZERO ESCALA (M),DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO
17C/04H,PONTE ÓBIDOS,9,39.363,-9.154,112021.458,266567.951,RIBEIRAS DO OESTE,RIO ARNOIA,106.97,-,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,Limnigráfica,25-02-1981,-,12-06-2002,-,NÃO,SUSPENSA,
02G/01H,PONTILHÃO DE CELEIROS,44,41.868,-8.42,176184.798,544371.21,LIMA,RIO VEZ,170.8,33.07,VIANA DO CASTELO,ARCOS DE VALDEVEZ,COUTO,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,ESCALA,01-10-1939,-,22-01-2003,-,SIM,ATIVA,
09I/04H,PONTÃO DE AVELAL,178,40.732,-8.116,201477.458,418130.343,VOUGA/RIBEIRAS COSTEIRAS,RIO ZELA,18.1,-,VISEU,VOUZELA,VOUZELA,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1980,30-09-1990,-,-,NÃO,EXTINTA,
20D/02H,PORTO ALTO,2,38.917,-8.9,133467.683,216913.841,TEJO,RIO SORRAIA,7395.9,-1.743,SANTARÉM,BENAVENTE,SAMORA CORREIA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1975,21-08-1981,-,-,NÃO,EXTINTA,
25O/01H,PORTO BARRANCOS,180,38.163,-7.019,297633.684,133470.219,GUADIANA,RIBEIRA DA MÚRTEGA,812.14,-,BEJA,BARRANCOS,BARRANCOS,-,CCDR-ALENTEJO,-,ESCALA,01-10-1955,30-11-1963,-,-,NÃO,EXTINTA,
12H/01H,PORTO CUNHEDOS,69,40.316,-8.232,191623.135,371871.938,MONDEGO,RIO MONDEGO,3287.35,-,COIMBRA,PENACOVA,OLIVEIRA DO MONDEGO,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1920,30-09-1966,-,-,NÃO,EXTINTA,
19E/04H,PORTO DA PALHA,8,39.026,-8.83,139680.458,228915.916,TEJO,RIO TEJO,69846.45,2.98,SANTARÉM,BENAVENTE,BENAVENTE,-,CCDR-LVT,-,LIMNIMÉTRICA,01-11-1974,30-09-1979,-,-,NÃO,EXTINTA,
19E/01H,PORTO DAS FAIAS,4,39.159,-8.697,151300.76,243630.198,TEJO,RIO TEJO,68444.96,.95,SANTARÉM,CARTAXO,VALADA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1974,31-10-1985,-,-,NÃO,EXTINTA,
H0014H,PORTO DE MÓS,-,-,-,-,-,TEJO,RIO LENA,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
18F/01H,PORTO DO FREIXO,8,39.287,-8.619,158105.136,257792.646,TEJO,RIO TEJO,68287.6,5.9,SANTARÉM,ALPIARÇA,ALPIARÇA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1974,31-10-1985,-,-,NÃO,EXTINTA,
12F/04H,PORTO SANTO VARÃO,8,40.187,-8.608,159593.083,357713.781,MONDEGO,RIO MONDEGO,5054.64,-1.75,COIMBRA,MONTEMOR-O-VELHO,CARAPINHEIRA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,ESCALA,01-10-1933,30-09-1975,13-02-2002,05-12-2007,NÃO,DESATIVADA,
11I/05H,PORTO SÃO JOÃO AREIAS,163,40.372,-8.057,206434.613,378107.849,MONDEGO,RIO MONDEGO,1543.57,-,COIMBRA,TÁBUA,TÁBUA,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1915,15-06-1958,-,-,NÃO,EXTINTA,
12G/01H,PORTO TAVEIRO,9,40.216,-8.485,170088.531,360914.58,MONDEGO,RIO MONDEGO,4943.07,1.76,COIMBRA,COIMBRA,SÃO MARTINHO DO BISPO,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1934,30-08-1974,-,-,NÃO,EXTINTA,
12F/02H,PORTO VILA POUCA,10,40.205,-8.531,166103.124,359631.056,MONDEGO,RIO MONDEGO,4946.25,7.87,COIMBRA,COIMBRA,SÃO MARTINHO DE ÁRVORE,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1963,30-12-1980,-,-,NÃO,EXTINTA,
04G/05H,PORTUZELO,21,41.586,-8.497,169622.331,512987.455,CÁVADO/RIBEIRAS COSTEIRAS,RIBEIRA DE PORICO,21.86,-,BRAGA,VILA VERDE,CABANELAS,-,CCDR-NORTE,-,Limnigráfica,15-09-1980,31-10-1985,-,-,NÃO,EXTINTA,
16K/02H,PRACANA,103,39.565,-7.812,227590.814,288589.415,TEJO,RIO OCREZA,1413.43,-,SANTARÉM,MAÇÃO,ENVENDOS,-,CCDR-CENTRO,-,Escala com descarregador,01-10-1941,30-09-1948,-,-,NÃO,EXTINTA,
17G/03H,PRAIA DO RIBATEJO,30,39.465,-8.343,181946.035,277475.076,TEJO,RIO TEJO,67403.9,15.55,SANTARÉM,CONSTÂNCIA,CONSTÂNCIA,-,CCDR-LVT,-,LIMNIMÉTRICA,24-10-1944,30-09-1993,-,-,NÃO,EXTINTA,
27L/01H,PULO DO LOBO,28,37.803,-7.633,244025.186,93073.959,GUADIANA,RIO GUADIANA,61884.92,29.93,BEJA,SERPA,SERPA (SANTA MARIA),Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível com descarregador,LIMNIMÉTRICA COM DESCARREGADOR,01-10-1945,-,02-02-2001,-,SIM,ATIVA,
11H/04H,QUINTA CARVALHAL DO FREIXO,89,40.362,-8.213,193225.756,376993.622,MONDEGO,RIBEIRA DE MORTAGUA OU DE CRISTINA OU DA FOZ OU DE MOINHOS OU DO LAGOEIRO OU RIBEIRO DO CARVALHAL OU DE PAREDES,194.68,-,VISEU,MORTÁGUA,MORTÁGUA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,Limnigráfica,30-01-1981,-,21-01-2002,-,NÃO,DESATIVADA,
07L/03H,QUINTA CASTELO BORGES,110,41.144,-7.64,241386.434,464032.558,DOURO,RIO TEDO,172.4,-,VISEU,ARMAMAR,SANTO ADRIÃO,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-12-1979,-,05-12-2001,-,SIM,ATIVA,
17G/06H,QUINTA DA CARDIGA,18,39.443,-8.447,172981.922,274987.691,TEJO,RIO TEJO,67613.68,13.14,SANTARÉM,CHAMUSCA,CARREGUEIRA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1974,01-05-1979,-,-,NÃO,EXTINTA,
21A/04H,QUINTA DAS CAMILAS,122,38.75,-9.367,92745.267,198752.893,TEJO,RIBEIRA DE CAPARIDE,10.41,-,LISBOA,SINTRA,SINTRA (SÃO PEDRO DE PENAFERRIM),Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,Limnigráfica,01-10-1984,-,15-11-2001,-,NÃO,ATIVA,
06K/02H,QUINTA DAS GREGOSSAS,64,41.171,-7.795,228345.628,466955.801,DOURO,RIBEIRA DA MEIA LEGUA,14.91,-,VILA REAL,PESO DA RÉGUA,PESO DA RÉGUA,-,CCDR-NORTE,-,LIMNIMÉTRICA,25-04-1981,30-09-1990,-,-,NÃO,EXTINTA,
06O/08H,QUINTA DAS LARANJEIRAS,161,41.20815719,-7.05988327,290014.997,471550.827,DOURO,RIO SABOR,3487.51,109.94,BRAGANÇA,TORRE DE MONCORVO,TORRE DE MONCORVO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,30-09-2003,26-11-2010,NÃO,DESATIVADA,
06O/03H,QUINTA DAS LARANJEIRAS (R.E.),152,41.208,-7.059,290113.901,471550.104,DOURO,RIO SABOR,3487.49,109.94,BRAGANÇA,TORRE DE MONCORVO,LARINHO,-,EDP-INAG,-,LIMNIMÉTRICA COM DESCARREGADOR,15-10-1937,26-11-2010,-,-,NÃO,EXTINTA,
H0015H,QUINTA DO ALCAIDE,-,-,-,-,-,TEJO,RIO ALCAIDE,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
21A/07H,QUINTA DO PISAO (R.E.),-,38.736814,-9.421244,87889.56,197554.88,TEJO,RIBEIRA DAS VINHAS,-,-,LISBOA,CASCAIS,ALCABIDECHE,CÂMARA MUNICIPAL DE CASCAIS,-,SENSOR DE NÍVEL,-,-,-,05-04-2021,-,SIM,ATIVA,
08L/04H,QUINTA RAPE,577,40.888,-7.512,252354.245,435587.931,DOURO,RIO TÁVORA,171.48,556.5,VISEU,SERNANCELHE,GRANJAL,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,02-01-2002,16-12-2002,NÃO,DESATIVADA,
08L/01H,QUINTA RAPE (R.E.),577,40.889,-7.513,252273.617,435741.552,DOURO,RIO TÁVORA,171.55,556.5,VISEU,SERNANCELHE,GRANJAL,-,EDP,-,LIMNIMÉTRICA,23-01-1964,-,-,-,NÃO,ATIVA,
02O/01H,QUIRAZ,562,41.9365318,-7.15759459,280906.793,552353.517,DOURO,RIO RABAÇAL,187.89,-,BRAGANÇA,VINHAIS,PINHEIRO NOVO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,01-12-2003,09-07-2015,NÃO,DESATIVADA,
03G/06H,RABAÇAL,-,41.814,-8.381,179301.44,538495.94,LIMA,RIO LIMA,-,-,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SÃO JORGE,APA,-,SENSOR DE NÍVEL,-,-,-,06-11-2017,-,SIM,ATIVA,
03G/03H,RABAÇAL (R.E.),26,41.814,-8.381,179384.141,538354.429,LIMA,RIO LIMA,1697.74,19.68,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SÃO JORGE,-,EDP,-,Limnigráfica,25-06-1971,20-04-2017,-,-,NÃO,EXTINTA,
17M/01H,RASA,540,39.357,-7.376,265230.503,265707.07,TEJO,RIBEIRA DAS REVELADAS,24.56,-,PORTALEGRE,MARVÃO,SÃO SALVADOR DA ARAMENHA,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1981,05-12-1985,-,-,NÃO,EXTINTA,
19O/01H,RASCÔA,199,39.083,-7.027,295740.578,235632.146,GUADIANA,RIBEIRA DO ABRILONGO,209.88,200.34,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,-,CCDR-ALENTEJO,-,Escala com descarregador,01-01-1973,30-11-1979,-,-,NÃO,EXTINTA,
04G/06H,REAL,58,41.561,-8.45,173532.798,510183.591,CÁVADO/RIBEIRAS COSTEIRAS,RIO TORTO,8.49,-,BRAGA,BRAGA,FROSSOS,-,CCDR-NORTE,-,Limnigráfica,19-03-1980,31-10-1985,-,-,NÃO,EXTINTA,
03N/01H,REBORDELO (R.E.),359,41.749,-7.174,279789.399,531518.958,DOURO,RIO RABAÇAL,868.61,344.71,BRAGANÇA,VINHAIS,REBORDELO,-,EDP,-,LIMNIMÉTRICA,01-10-1955,-,-,-,NÃO,EXTINTA,
H0016H,REGUENGO FETAL,-,-,-,-,-,LIS/RIBEIRAS COSTEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
09J/02H,RIBAFEITA,289,40.761,-7.977,213148.794,421394.424,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,388.46,-,VISEU,VISEU,RIBAFEITA,-,CCDR-CENTRO,-,Limnigráfica,01-10-1981,30-09-1989,-,-,NÃO,EXTINTA,
03M/05H,RIBEIRA DE FECES,390,41.834,-7.393,261469.962,540787.833,DOURO,RIBEIRA DE FECES,48.62,-,VILA REAL,CHAVES,LAMA DE ARCOS,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,17-09-2003,19-01-2004,NÃO,DESATIVADA,
09H/03H,RIBEIRADA,66,40.74,-8.33,183392.262,419069.878,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,950.59,-,AVEIRO,SEVER DO VOUGA,ROCAS DO VOUGA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1975,-,01-01-2002,22-09-2016,NÃO,DESATIVADA,
10G/03H,RIBEIRO,24,40.566,-8.398,177552.536,399713.096,VOUGA/RIBEIRAS COSTEIRAS,RIO ALFUSQUEIRO,204.67,8.84,AVEIRO,ÁGUEDA,ÁGUEDA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,Limnigráfica,01-07-1977,-,15-01-1997,-,SIM,ATIVA,
H02H,RIO ALVIÃES,530,-,-,-,-,,-,.96,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
H03H,RIO AMEIXIEIRA,520,-,-,-,-,DOURO,RIBEIRA DE AMEIXIEIRA,3.5,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
H15H,RIO CAMISA,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
1218H,RIO COLARES,-,-,-,-,-,TEJO,RIBEIRA DE COLARES,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
1219H,RIO JAMOR,-,-,-,-,-,TEJO,RIO JAMOR,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
17D/01H,RIO MAIOR (R.E.),79,39.338,-8.953,129308.564,263626.968,TEJO,RIO MAIOR,33.7,69.91,SANTARÉM,RIO MAIOR,RIO MAIOR,-,EDP,-,LIMNIMÉTRICA,20-09-1978,10-10-1989,-,-,NÃO,EXTINTA,
07G/03H,RIO MAU (R.E.),13,41.049,-8.381,179179.074,453387.271,DOURO,RIO DOURO,96813.36,1.06,AVEIRO,CASTELO DE PAIVA,PEDORIDO,-,EDP,-,LIMNIMÉTRICA,08-07-1974,15-07-1985,-,-,NÃO,EXTINTA,
H10H,RIO MOINHOS,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
H01H,RIO POCO,550,-,-,-,-,,-,3.8,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
H16H,RIO PORCO,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
1221H,RIO RIBEIRA ALGÉS,-,-,-,-,-,TEJO,RIBEIRA DE ALGÉS,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
1220H,RIO RIBEIRA CARENQUE,-,-,-,-,-,TEJO,RIBEIRA DE CARENQUE,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
H08H,RIO VARGEM,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
1209H,RIO VOUGA,-,-,-,-,-,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,-,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
27L/05H,ROCHA DA GALÉ,24,37.683,-7.66,241711.511,79748.601,GUADIANA,RIO GUADIANA,61300,-.72,BEJA,MÉRTOLA,MÉRTOLA,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-11-1945,30-09-1975,30-08-2001,-,NÃO,ATIVA,
27L/03H,ROCHA DA GALÉ (R.E.),51,37.682,-7.661,241631.729,79586.112,GUADIANA,RIO GUADIANA,61300,-.73,BEJA,MÉRTOLA,MÉRTOLA,EDP,EDP,Sensores automáticos,LIMNIMÉTRICA,25-03-1976,30-09-2011,-,-,NÃO,EXTINTA,
15O/01H,ROSMANINHAL,156,39.669,-7.021,295461.972,300673.463,TEJO,RIO TEJO,53496.77,-,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,06-06-2002,26-06-2010,NÃO,DESATIVADA,
19B/02H,RUNA,29,39.093,-9.252,103227.396,236738.792,RIBEIRAS DO OESTE,RIO SIZANDRO,114.2,-,LISBOA,TORRES VEDRAS,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,15-02-2002,-,SIM,ATIVA,
07K/04H,RÉGUA,67,41.154,-7.782,229454.731,465074.161,DOURO,RIO DOURO,91505.69,44.07,VISEU,LAMEGO,VALDIGEM,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,29-01-1997,-,SIM,ATIVA,
07K/01H,RÉGUA (R.E.),67,41.154,-7.782,229454.731,465074.161,DOURO,RIO DOURO,91505.69,44.07,VISEU,LAMEGO,VALDIGEM,-,EDP,-,LIMNIMÉTRICA,30-03-1944,-,-,-,NÃO,SUSPENSA,
11O/01H,SABUGAL,737,40.349,-7.094,288262.125,376109.604,DOURO,RIO CÔA,135.24,-,GUARDA,SABUGAL,ALDEIA DE SANTO ANTÓNIO,-,CCDR-CENTRO,-,ESCALA,01-10-1971,30-09-1978,-,-,NÃO,EXTINTA,
25N/02H,SAFARA,-,38.151558,-7.235705,278557.51,132177.02,GUADIANA,RIO ARDILA,-,-,BEJA,MOURA,SAFARA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,02-02-2021,-,NÃO,ATIVA,
03I/02H,SALAMONDE,278,41.696,-8.081,204348.625,525150.395,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,613.08,-,VILA REAL,MONTALEGRE,CABRIL,-,CCDR-NORTE,-,ESCALA,01-10-1944,30-09-1951,-,-,NÃO,EXTINTA,
28G/01H,SANTA CLARA-A-VELHA,58,37.51,-8.473,169932.105,60432.042,MIRA,RIO MIRA,531.21,45.08,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1954,31-03-1982,-,-,NÃO,EXTINTA,
06O/05H,SANTA JUSTA,234,41.328,-7.029,292427.083,484904.834,DOURO,RIBEIRA DE SANTA JUSTA,35.47,-,BRAGANÇA,ALFÂNDEGA DA FÉ,EUCISIA,-,CCDR-NORTE,-,LIMNIMÉTRICA,19-09-1979,30-09-1989,-,-,NÃO,EXTINTA,
17H/01H,SANTA MARGARIDA DO SABUGAL,24,39.464,-8.302,185463.375,277310.812,TEJO,RIO TEJO,62323.92,-,SANTARÉM,CONSTÂNCIA,SANTA MARGARIDA DA COUTADA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1974,30-04-1979,-,-,NÃO,EXTINTA,
25G/01H,SANTA MARGARIDA DO SADO,12,38.11,-8.361,180026.542,126988,SADO,RIO SADO,2978.05,-,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1941,30-09-1962,-,-,NÃO,EXTINTA,
05K/01H,SANTA MARTA DO ALVÃO (R.E.),842,41.498,-7.754,231629.625,503306.917,DOURO,RIO LOUREDO,48.76,825.97,VILA REAL,VILA POUCA DE AGUIAR,SANTA MARTA DA MONTANHA,-,EDP,-,LIMNIMÉTRICA COM DESCARREGADOR,28-10-1955,-,-,-,NÃO,ATIVA,
29G/01H,SAPEIRA,91,37.34,-8.39,177198.965,41633.358,ARADE,RIBEIRA DE ODELOUCA,317.25,-,FARO,SILVES,SÃO MARCOS DA SERRA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,24-08-2001,25-10-2006,NÃO,DESATIVADA,
07L/02H,SARZEDINHO,124,41.163,-7.508,252427.155,466188.848,DOURO,RIO TORTO,218.11,-,VISEU,SÃO JOÃO DA PESQUEIRA,ERVEDOSA DO DOURO,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,16-12-1981,-,05-12-2001,-,NÃO,ATIVA,
12I/02H,SECARIAS (R.E.),152,40.249,-8.037,208191.083,364440.833,MONDEGO,RIO ALVA OU RIBEIRA DA FERVENÇA,512.16,148.77,COIMBRA,TÁBUA,MOURONHO,-,EDP,-,Limnigráfica,12-10-1984,-,-,-,NÃO,ATIVA,
01G/04H,SEGUDE,36,42.049,-8.39,178751.458,564388.708,MINHO,RIO MOURO,129.44,-,VIANA DO CASTELO,MONÇÃO,SEGUDE,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,01-12-2003,09-06-2017,NÃO,DESATIVADA,
15P/02H,SEGURA,196,39.815,-6.983,298510.958,316903.771,TEJO,RIO ERGES,981.8,160.03,CASTELO BRANCO,IDANHA-A-NOVA,SEGURA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,07-06-2002,30-07-2008,SIM,ATIVA,
15P/01H,SEGURA (R.E.),184,39.815,-6.983,298510.541,316977.271,TEJO,RIO ERGES,981.66,160.03,CASTELO BRANCO,IDANHA-A-NOVA,SEGURA,-,EDP-INAG,-,LIMNIMÉTRICA,01-10-1983,-,-,-,NÃO,ATIVA,
05S/02H,SENDIM (R.E.),429,41.386,-6.386,346136.937,492267.712,DOURO,RIO DOURO,64052.83,353.78,BRAGANÇA,MIRANDA DO DOURO,PICOTE,-,EDP,-,LIMNIMÉTRICA,01-10-1947,30-12-1961,-,-,NÃO,EXTINTA,
21B/04H,SENHORA DA ROCHA,24,38.721,-9.25,102904.043,195394.984,TEJO,RIO JAMOR,41.36,14.68,LISBOA,OEIRAS,CARNAXIDE,Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,Limnigráfica,01-10-1988,-,14-11-2001,-,SIM,ATIVA,
06O/06H,SENHORA DA ROSA,150,41.292,-7.079,288269.224,480857.36,DOURO,RIBEIRA DA VILARIÇA,169.48,-,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,-,CCDR-NORTE,-,LIMNIMÉTRICA,06-03-1981,31-10-1985,-,-,NÃO,EXTINTA,
09G/03H,SERNADA DO VOUGA,14,40.677,-8.441,173944.084,412030.944,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,1053.54,-,AVEIRO,ÁGUEDA,MACINHATA DO VOUGA,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-12-1934,17-11-1960,-,-,NÃO,EXTINTA,
11I/09H,SEVILHA,153,40.379,-8.022,209471.732,378911.792,MONDEGO,RIO CAVALOS,85.37,-,COIMBRA,TÁBUA,TÁBUA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,31-10-2001,11-10-2016,NÃO,DESATIVADA,
31K/02H,SOALHEIRO DO PEREIRO,20,37.167,-7.706,237950.197,22430.752,RIBEIRAS DO ALGARVE,RIBEIRA DE ALPORTEL,129.34,12.66,FARO,TAVIRA,TAVIRA (SANTA MARIA),-,CCDR-ALGARVE,-,LIMNIMÉTRICA,01-07-1977,30-09-1985,-,-,NÃO,EXTINTA,
11I/10H,SOBRAL,137,40.45432180125,-8.04640310097,207355,387286,MONDEGO,RIO DÃO,1043.96,129.62,VISEU,SANTA COMBA DÃO,NAGOZELA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,26-04-2002,02-01-2003,NÃO,DESATIVADA,
11I/08H,SOBRAL (R.E.),137,40.454,-8.046,207387.402,387286,MONDEGO,RIO DÃO,1043.96,129.62,VISEU,SANTA COMBA DÃO,NAGOZELA,-,EDP,-,Limnigráfica,30-08-1983,-,-,-,NÃO,ATIVA,
17B/01H,SOBRAL DA LAGOA,13,39.347,-9.189,108987.663,264891.55,RIBEIRAS DO OESTE,RIO ARNOIA,247.14,-,LEIRIA,ÓBIDOS,SOBRAL DA LAGOA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,15-02-2002,-,NÃO,ATIVA,
13F/05H,SOURE,13,40.059,-8.63,157626.089,343557.464,MONDEGO,RIO ARUNCA,434.96,9.458,COIMBRA,SOURE,SOURE,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-10-1935,01-10-1985,-,-,NÃO,EXTINTA,
24H/01H,SÃO DOMINGOS (ALGALÉ),18,38.296,-8.316,184026.208,147720.417,SADO,RIBEIRA DE ALGALÉ,61.79,-,SETÚBAL,ALCÁCER DO SAL,TORRÃO,-,CCDR-ALENTEJO,-,Escala com descarregador,01-10-1934,30-09-1961,-,-,NÃO,EXTINTA,
10H/02H,SÃO JOÃO DO MONTE,544,40.597,-8.237,191224.792,403137.422,VOUGA/RIBEIRAS COSTEIRAS,RIO ÁGUEDA,19.35,-,VISEU,TONDELA,SÃO JOÃO DO MONTE,-,CCDR-CENTRO,-,ESCALA,22-08-1974,01-01-2000,-,-,NÃO,EXTINTA,
29G/02H,SÃO MARCOS DA SERRA,-,37.3597872,-8.3753722,178534,43771,ARADE,RIBEIRA DE ODELOUCA,.14,-,FARO,SILVES,SÃO MARCOS DA SERRA,Autoridade Nacional da Água,ARH-ALGARVE,-,ESCALA,21-10-2010,31-12-2014,-,-,NÃO,EXTINTA,
04S/02H,SÃO MARTINHO,705,41.63232582,-6.35536967,348138.854,519631.06,DOURO,RIBEIRA DE ANGUEIRA,85.73,-,BRAGANÇA,MIRANDA DO DOURO,SÃO MARTINHO DE ANGUEIRA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,26-11-2003,19-05-2017,NÃO,DESATIVADA,
24G/02H,SÃO ROMÃO DO SADO,7,38.252,-8.359,180207.246,142828.605,SADO,RIO SADO,4649.48,3.56,SETÚBAL,ALCÁCER DO SAL,TORRÃO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,19-10-2001,-,SIM,ATIVA,
17G/04H,TANCOS,20,39.456,-8.414,175833,276434.006,TEJO,RIO TEJO,67529.69,14.81,SANTARÉM,CHAMUSCA,CARREGUEIRA,-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1911,01-06-1978,-,-,NÃO,EXTINTA,
07G/02H,TAPADA DO OUTEIRO (R.E.),31,41.062,-8.458,172661,454828,DOURO,RIO DOURO,96922.49,-2.28,PORTO,GONDOMAR,MEDAS,-,EDP,-,LIMNIMÉTRICA,27-11-1972,06-12-1979,-,-,NÃO,EXTINTA,
29M/01H,TENÊNCIA (PORTO DAS AREIAS),9,37.364,-7.486,257302.073,44439,GUADIANA,RIBEIRA DA FOUPANA,396.89,1.31,FARO,CASTRO MARIM,ODELEITE,Autoridade Nacional da Água,CCDR-ALGARVE,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1976,-,16-05-2001,-,SIM,ATIVA,
02H/01H,TIBO DA GAVIEIRA,478,41.94,-8.234,191622.514,552307.592,LIMA,RIO DA PENEDA,47.67,43.44,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,-,CCDR-NORTE,-,LIMNIMÉTRICA COM DESCARREGADOR,01-10-1942,23-10-1975,-,-,NÃO,EXTINTA,
03I/01H,TOCO DERIVAÇÃO (R.E.),792,41.75,-8.079,204505.015,531153.362,CÁVADO/RIBEIRAS COSTEIRAS,RIO DE FAFIÃO OU DE TOCO,11.12,779.5,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,-,EDP,-,LIMNIMÉTRICA COM DESCARREGADOR,23-03-1972,-,-,-,NÃO,ATIVA,
